2.290642,0
2.294631,1
2.2850416,2
2.305115,3
2.2958956,4
2.179823,5
2.1516585,6
2.1564274,7
2.1143317,8
2.133082,9
2.061161,10
2.1234572,11
2.0747683,12
2.0656855,13
2.0483885,14
1.9654812,15
1.9497437,16
1.952827,17
1.976336,18
1.7361363,19
1.8701712,20
1.8615478,21
1.7554109,22
1.7142313,23
1.7034243,24
1.7888316,25
1.6379569,26
1.6580501,27
1.5865304,28
1.5168779,29
1.5316286,30
1.4345633,31
1.3515096,32
1.4445388,33
1.3674492,34
1.3836311,35
1.3554105,36
1.348888,37
1.3909041,38
1.2676924,39
1.273224,40
1.2724174,41
1.2473989,42
1.1683037,43
1.1300778,44
1.1465529,45
1.1544915,46
1.0755109,47
1.0924565,48
1.0428326,49
1.0487,50
1.0570506,51
0.9941411,52
0.98735833,53
1.0120533,54
0.8951272,55
0.9249353,56
0.7804061,57
0.9078957,58
0.8929806,59
0.96357894,60
0.90299684,61
0.85460037,62
0.8523674,63
0.8627153,64
0.8543637,65
0.7457938,66
0.80728287,67
0.6669485,68
0.7587432,69
0.7010009,70
0.62256825,71
0.6152785,72
0.71437025,73
0.5651822,74
0.57882154,75
0.6228807,76
0.69789106,77
0.6876483,78
0.6251079,79
0.6770619,80
0.6947361,81
0.64051366,82
0.62940836,83
0.6275401,84
0.6196069,85
0.6292319,86
0.58878005,87
0.59839946,88
0.5247763,89
0.5794943,90
0.5733775,91
0.58994,92
0.56188035,93
0.5019795,94
0.5112373,95
0.43646485,96
0.4934548,97
0.50088865,98
0.52170444,99
0.52971745,100
0.47221214,101
0.43495604,102
0.56762147,103
0.44028223,104
0.51820594,105
0.49129865,106
0.4915199,107
0.4074236,108
0.47704753,109
0.5223631,110
0.46313095,111
0.42270702,112
0.38553628,113
0.4756312,114
0.41656768,115
0.39593455,116
0.3125625,117
0.38078144,118
0.45184833,119
0.46257913,120
0.37024516,121
0.4410537,122
0.40848023,123
0.36368686,124
0.4019105,125
0.33914992,126
0.33871633,127
0.47524598,128
0.3760441,129
0.39290696,130
0.48120514,131
0.37370628,132
0.4064287,133
0.33117226,134
0.40994635,135
0.3842773,136
0.32977402,137
0.2948425,138
0.32439414,139
0.3276565,140
0.31145576,141
0.34862924,142
0.3149892,143
0.29665115,144
0.31572616,145
0.29095843,146
